product_handle,state,rating,title,author,location,body,reply,created_at,replied_at
resist-weightless-toner,published,5,Another holygrail from PC!,Dave,,"This toner is lightweight, choke full of antioxidants and irritants and feels really good on my skin in tropical Singapore weather. Try it if your have oily/combination skin type. I find that it helps with my pore size and shine throughout the day. Definitely repurchasing this once it runs out!",,2018-03-06 04:23:45 UTC,
resist-vitamin-c-spot-treatment,published,2,It Sting,Yeelyn,,"Does not suitable to apply on healing scar as it really sting. However, does not see any result on me.",,2018-03-06 04:25:30 UTC,
resist-weekly-resurfacing-treatment-10-aha,published,5,a must-buy,Sa,,wake up with radiance skin with this small but powerful product. ,,2018-03-06 04:33:47 UTC,
resist-moisture-renewal-oil-booster,published,4,helps with v dry skin,sa,,absolutely helped with my winter dry skin. pricey though for small bottle. ,,2018-03-06 04:37:10 UTC,
clear-extra-strength-daily-skin-clearing-treatment-with-5-benzoyl-peroxide,published,4,Visible result,Ramziya,,"even after few applications acne visibly lessen , the redness disappeared",,2018-03-06 05:02:38 UTC,
skin-balancing-oil-reducing-cleanser,published,5,Great value and works well to remove dirt & makeup!,Mimi,,"I buy the extra large bottle of this, it lasts for ages and works really well to remove oil (I live in the tropics), and makeup. Really great value product that I would recommend to folks with oily skin. ",,2018-03-06 05:10:06 UTC,
resist-vitamin-c-spot-treatment,published,5,absolutely in love !,Ramziya,,It was such an amazing surprise to see how brightened and cleared the applied area and it required just a drop on jaw line ,,2018-03-06 05:12:35 UTC,
resist-advanced-pore-refining-treatment-4-bha-salicylic-acid,published,5,"A miracle product for oily, blemish-prone skin!",Mimi,,"I'm a big fan of the 2% BHA lotion but this product is fantastic as a 3-times weekly exfoliator, or when I have a breakout (then daily). I have super oily skin but this is still too drying if I use it everyday. To clear a breakout, I use this at night, and then gently cleanse my skin with a wet cloth",,2018-03-06 05:13:02 UTC,
resist-anti-aging-eye-cream,published,5,Great eye cream!,Mimi,,"I'm in my early 30s and start ed using this as soon as I started to see lines this year! Overall, great product, rich but doesn;t break the skin and I don't wake-up with super puffy eyes (which often happens to me with eye creams, strangely). I live in the tropics so sleep with airconditioning, which can be drying to the skin. I wake up really looking refreshed and the eye area much softer. ",,2018-03-06 05:15:56 UTC,
resist-bha-9,published,3,Too drying,Mimi,,"I wish I loved this product, as I love the other BHA products. But this is really too drying for me, making it hard to conceal blemishes with make-up the next day. ",,2018-03-06 05:16:57 UTC,
rehydrating-moisture-mask,published,4,Great moisturising mask!,Mimi,,I have oily skin that gets dry with air-conditioning and with regular blemishes. This works well as a 15-minutes moisture mask when I want my skin to look super smooth before doing my makeup. ,,2018-03-06 05:20:42 UTC,
skin-recovery-hydrating-treatment-mask,published,5,The best moisturising mask (pre-makeup and when flying) ,Mimi,,"I have oily skin that gets dry with air-conditioning and with regular blemishes. I wouldn't do a long haul flight without this on, it's invisible but keeps the skin plumped and sheltered from the nasty dry air in planes. I also use it as a 15mins mask before doing my makeup. Highly highly recommended. ",,2018-03-06 05:22:17 UTC,
skin-recovery-daily-moisturizing-lotion-spf-30,published,2,disappointed,Ramziya,,"the only good part of it is packaging and cruelty free...
 my skin is dry but at the end of the day skin looked like I applied cooking oil. 
SPF is not enough for Singapore weather
One pack is good for 1 month as the consistency is very watery
also i left little bit of product and opened after a month it got funky plastic smell...",,2018-03-06 05:23:32 UTC,
resist-bha-9,published,4,EFFECTIVE ON SMALL SKIN TAGS,Chimney,,I tried it on very small tags that cropped up on my neck. The BHA removes these effectively over a period of several weeks. Surprised but pleased that this could be used for this.,,2018-03-06 05:25:03 UTC,
calm-redness-relief-1-bha-lotion,published,5,Gentle but effective!,Chimney,,"This did not irritate my highly sensitive skin but made it clearer and kept clogged pores at bay. I started with this nightly, and then now I rotate it with the 2% lotion. I will definitely repurchase.",,2018-03-06 05:26:18 UTC,
resist-smoothing-primer-serum-spf-30,published,1,Only works with silicone foundation,Mimi,,"I use Estee Lauder (good for oily, scarred skin) and this just doesn't work with it, no matter what I try. I think it's because EEDW is water-based and this is silicone-based. It'd be great if Paula Choice developed a water-based, or at least lighter silicone-based, primer that blends well with more foundation types (like the mineral veil by Hourglass, my favourite but ridiculously expensive). ",,2018-03-06 05:31:04 UTC,
clear-acne-body-spray-with-2-bha,published,3,"Works well, but the smell..",Mimi,,"Good product but the smell is just awful. I know PC doesn't use fragrance but this doesn't smell great after the shower, and somewhat different from the BHA face lotion. ",,2018-03-06 05:32:30 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Best sunblock for sensitive skin,Shufen,,"I have very oily and sensitive skin, this sunblock is wonderful!
It has slight coverage as it’s tinted, it’s also a physical sunblock- zinc oxide, so great for those with sensitive skin.
Have been using this ever since the Resist line started and have not switched since.",,2018-03-06 05:33:46 UTC,
skin-balancing-oil-absorbing-mask,published,4,Good mask for oily skin!,Mimi,,My favourite PC mask to help clear skin while maintaining moisture. ,,2018-03-06 05:34:24 UTC,
pore-clarifying-charcoal-gel-mask,published,2,Good but too drying around the nose,Mimi,,"This works well to unclog pores but the formula is too drying. I still prefer the green, oil absorbing formula.",,2018-03-06 05:34:40 UTC,
skin-perfecting-2-bha-liquid-exfoliator,published,5,Cannot do without it!,Shufen,,"I use this BHA twice daily for about 2-3years now, it has greatly reduced my frequency of facials from once a month to once every 3-4months!
I still have on and off hormonal outbreaks, but more easily controlled and I have friends commented that my pores are smaller and complexion clearer than before.",,2018-03-06 05:40:04 UTC,
resist-advanced-replenishing-toner,published,5,Great for sensitive skin,Shufen ,,"I have sensitive and dehydrated skin that can get very oily...
I love how this toner doesn’t feel heavy yet it completely alleviates the dryness I feel sometimes, when my skin gets too sensitive to put on moisturiser, yet needed something to soothe the tightness.",,2018-03-06 05:49:08 UTC,
clinical-ceramide-enriched-firming-moisturizer,published,4,Good so far!,Mimi,,"I've only started using this a few weeks ago but so far so good on  my oily, blemish-prone skin! My skin is both oily and dry, which is a pain. I need a night moisturizer that will protect my skin from air conditioning, moisturises, without breaking me out. So far this ticks all the boxes and feels lovely on the skin. My only question mark is that it feels slightly tingly when applying after the BHA 2% lotion, so this may not be good in the long term. But overall good product so far!",,2018-03-06 05:52:01 UTC,
moisture-boost-one-step-face-cleanser,published,4,Efficient cleanser,Shufen,,"I have very oily skin, which I double cleanse with a cleansing oil 1st, then the Moisture Boost with the Clarisonic. 
It works very well with the Clarisonic as it foams and feels really clean after that.
But I do find that it can get a little drying, so have been alternating this with the Resist cleanser.",,2018-03-06 05:53:17 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Great on no makeup days!,Mimi,,"I love this for the weekend, it has a nice texture and a tint that gives enough colour to even out skin and hide blemishes/scars. The tone is a little ashy, I wish there were more colours to choose from but overall excellent product!",,2018-03-06 05:53:26 UTC,
resist-daily-mattifying-fluid-spf50,published,5,"My daily moisturizer, great with makeup",Mimi,,I wear this daily under makeup and it's super light and skin feels lovely. I live in the tropics and sunscreen works very well!,,2018-03-06 05:54:12 UTC,
resist-vitamin-c-spot-treatment,published,4,unsure,Sa,,"brightening- 100%
fade pimple/acne scars - 100%
dark spot - not yet. am on my first tube. maybe need prolonged usage for spots to fade. ",,2018-03-06 05:57:15 UTC,
resist-optimal-results-hydrating-cleanser,published,4,Gentle cleanser that is gd for dehydrated skin,Shufen,,"I have really oily skin with dehydrated surface, so I used to use the Moisture Boost cleanser, but when I found that too be slightly drying after cleansing , I decided to try this out.
The trick really is to massage the cleanser onto your face 1st, then go over again with a bit of water, before rinsing everything off. Feels like it’s cleaner that way.
Skin doesn’t feel tight after cleansing, but I only use it once a day as I find it is a little pricey, so I alternate this with Moisture Boost cleanser.
But if you have dry skin, I think it is worth to invest in.",,2018-03-06 06:01:53 UTC,
resist-c15-super-booster,published,4,good product,Sa,,"did not give as much glow as PCA's c quench. however, i can feel skin moisturised",,2018-03-06 06:02:41 UTC,
lip-body-treatment-balm,published,5,Holygrail Lipblam for night time use!,Dave,,This little pot helps with my lips staying hydrated every evening before I sleep. It helps to heal whatever dryness I have due to me being a smoker.,,2018-03-06 06:04:42 UTC,
pc4men-lip-balm-spf-50,published,5,Best lip blam for day time,Dave,,"I have used up quite a few of this lip blam for day time use now. It doesn't have a white cast, don't look too glossy and keeps your lips hydrated and protected from the sun. My go to product for my lips in the day time!",,2018-03-06 06:06:15 UTC,
skin-balancing-oil-reducing-cleanser,published,5,Perfect for Oily Skin,SL,,I love this cleanser. I use in the morning and night. It clean my skin without drying it out or making it feel tight and stretched.,,2018-03-06 06:14:25 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Awesome Sunscreen even for sensitive skin,Jaslyne Poon,,"Great for no makeup day! Love this so much! It has a nice texture and enough colour to hide blemishes. I can live without liquid foundation now, hiak hiak! :D ",,2018-03-06 06:19:23 UTC,
resist-barrier-repair-moisturizer-with-retinol,published,5,Value for money- and it works!,Shufen,,"I used to use the Resist anti-aging hydrator, but found that not moisturising enough, even though I’ve got oily skin.
So I tried the Barrier repair moisturiser, and I can really feel the difference!
I only use it at night, when I wake up, my skin is shiny (in a good way!) and the retinol really helps in quickly reducing the scars from the occasional hormonal outbreaks that I get.
Been using for 2 years and don’t think you’ll be able to find another moisturiser that has retinol in it with such reasonable price.",,2018-03-06 06:28:17 UTC,
resist-anti-aging-clear-skin-hydrator,published,3,"Slightly drying, even for oily skin",Shufen,,"I found this moisturiser to be quite drying, even though I have oily skin, and this is under the oily skin range. Changed to the barrier repair moisturiser and never looked back ;)",,2018-03-06 06:34:25 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Best moisturiser i have used,Kim,,"I used to have an oily and acne prone skin, change moisturisers a lot before and stuck with this product for more than 2 years.

Pros:
- has a tinted coverage so it evens out the skintone.
- good sunblock with spf so very helpful especially in the morning when I'm about to go to work.
- The 60 ml size could last me for around 4-5 months.

Cons:
- none so far",,2018-03-06 06:59:25 UTC,
